txn_id,investor_id,amount,transaction_type,transaction_date,fund_name,trigger,nfo_participation,status
txn_65e981c2,inv_237cd817,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_c8833fa5,inv_237cd817,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_18afa07b,inv_d6d1a8fc,2000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_ed7f892d,inv_d6d1a8fc,2000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_99cb2ace,inv_d6d1a8fc,2000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_2212b41f,inv_d6d1a8fc,2000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_3165930e,inv_db192fd0,1000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_80f5bebc,inv_db192fd0,1000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_4cc2e988,inv_db192fd0,1000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_e65a7bf4,inv_331615ff,30000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_2ff83724,inv_331615ff,30000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Failed
txn_957922ce,inv_2a99de02,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Failed
txn_e89a8cff,inv_2a99de02,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_9e615796,inv_2a99de02,1000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_7f5f6054,inv_2a99de02,1000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_0cf2360b,inv_72653880,30000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_f043657c,inv_8f9dea94,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_ef819ba5,inv_8f9dea94,10000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
